Leitura,Leitura_filtrada,Escrita,ModoOperacao,ValorDesejado,CicloInicio,CicloFim
2.603194,2.603194,5.0,0,0.0,8136354101,8136354132
2.610758,2.610758,5.0,0,0.0,8137354119,8137354149
2.598261,2.617006,5.0,0,0.0,8138354134,8138354164
2.606154,2.606154,5.0,0,0.0,8139354153,8139354184
2.605825,2.605825,5.0,0,0.0,8140354121,8140354152
2.621281,2.621281,5.0,0,0.0,8141354200,8141354230
2.625556,2.625556,5.0,0,0.0,8142354203,8142354233
2.630489,2.630489,5.0,0,0.0,8143354216,8143354247
2.629831,2.629831,5.0,0,0.0,8144354236,8144354266
2.630818,2.630818,5.0,0,0.0,8145354252,8145354282
2.616019,2.63016,5.0,0,0.0,8146354270,8146354300
2.627201,2.627201,5.0,0,0.0,8147354251,8147354282
2.637724,2.637724,5.0,0,0.0,8148354299,8148354329
2.65614,2.65614,5.0,0,0.0,8149354318,8149354349
2.666334,2.666334,5.0,0,0.0,8150354340,8150354370
2.65022,2.676529,5.0,0,0.0,8151354362,8151354391
2.646932,2.646932,5.0,0,0.0,8152354368,8152354398
2.650878,2.650878,5.0,0,0.0,8153354384,8153354414
2.652522,2.652522,5.0,0,0.0,8154354373,8154354403
2.651865,2.651865,5.0,0,0.0,8155354417,8155354447
2.659757,2.659757,5.0,0,0.0,8156354433,8156354464
2.659428,2.659428,5.0,0,0.0,8157354450,8157354481
2.663046,2.663046,5.0,0,0.0,8158354470,8158354500
2.663703,2.663703,5.0,0,0.0,8159354478,8159354508
2.65877,2.65877,5.0,0,0.0,8160354481,8160354511
2.665019,2.665019,5.0,0,0.0,8161354295,8161354325
2.66469,2.66469,5.0,0,0.0,8162354532,8162354563
2.668636,2.668636,5.0,0,0.0,8163354551,8163354582
2.669294,2.669294,5.0,0,0.0,8164354566,8164354596
2.681461,2.681461,5.0,0,0.0,8165354583,8165354614
2.666663,2.666663,5.0,0,0.0,8166354602,8166354632
2.671267,2.671267,5.0,0,0.0,8167354619,8167354649
2.663703,2.663703,5.0,0,0.0,8168354634,8168354664
2.672253,2.672253,5.0,0,0.0,8169354650,8169354680
2.667649,2.667649,5.0,0,0.0,8170354669,8170354699
2.667978,2.667978,5.0,0,0.0,8171354697,8171354726
2.675871,2.675871,5.0,0,0.0,8172354698,8172354729
2.669951,2.669951,5.0,0,0.0,8173354717,8173354748
2.679159,2.679159,5.0,0,0.0,8174354737,8174354767
2.680804,2.680804,5.0,0,0.0,8175354752,8175354783
2.681132,2.681132,5.0,0,0.0,8176354764,8176354794
2.681132,2.681132,5.0,0,0.0,8177354783,8177354813
2.679817,2.679817,5.0,0,0.0,8178354757,8178354787
2.685736,2.685736,5.0,0,0.0,8179354817,8179354848
2.682777,2.682777,5.0,0,0.0,8180354823,8180354854
2.690998,2.690998,5.0,0,0.0,8181354870,8181354900
2.687381,2.687381,5.0,0,0.0,8182354876,8182354906
2.687052,2.687052,5.0,0,0.0,8183354892,8183354922
2.684092,2.684092,5.0,0,0.0,8184354906,8184354936
2.687052,2.687052,5.0,0,0.0,8185354921,8185354951
2.682777,2.682777,5.0,0,0.0,8186354937,8186354967
2.689683,2.689683,5.0,0,0.0,8187354947,8187354977
2.688696,2.688696,5.0,0,0.0,8188354970,8188355000
2.694944,2.694944,5.0,0,0.0,8189354985,8189355016
2.6933,2.6933,5.0,0,0.0,8190354957,8190354987
2.7594,2.699548,5.0,0,0.0,8191355035,8191355065
2.691985,2.691985,5.0,0,0.0,8192355036,8192355067
2.689683,2.689683,5.0,0,0.0,8193355054,8193355084
2.697246,2.697246,5.0,0,0.0,8194355049,8194355079
2.691985,2.691985,5.0,0,0.0,8195355086,8195355117
2.697575,2.697575,5.0,0,0.0,8196355102,8196355133
2.701521,2.701521,5.0,0,0.0,8197355112,8197355141
2.707112,2.707112,5.0,0,0.0,8198355127,8198355157
2.695273,2.711058,5.0,0,0.0,8199355146,8199355176
2.695931,2.695931,5.0,0,0.0,8200355160,8200355190
2.700864,2.684092,5.0,0,0.0,8201355165,8201355195
2.698891,2.698891,5.0,0,0.0,8202355196,8202355226
2.697575,2.697575,5.0,0,0.0,8203355214,8203355244
2.703823,2.703823,5.0,0,0.0,8204355230,8204355261
2.701521,2.701521,5.0,0,0.0,8205355245,8205355275
2.703495,2.703495,5.0,0,0.0,8206355264,8206355294
2.697246,2.697246,5.0,0,0.0,8207355275,8207355305
2.706783,2.706783,5.0,0,0.0,8208355242,8208355273
2.699548,2.699548,5.0,0,0.0,8209355315,8209355345
2.708098,2.708098,5.0,0,0.0,8210355328,8210355359
2.703823,2.703823,5.0,0,0.0,8211355358,8211355388
2.703823,2.703823,5.0,0,0.0,8212355363,8212355393
2.704152,2.704152,5.0,0,0.0,8213355377,8213355407
2.704481,2.704481,5.0,0,0.0,8214355397,8214355428
2.702837,2.702837,5.0,0,0.0,8215355299,8215355341
2.70777,2.70777,5.0,0,0.0,8216355427,8216355457
2.709085,2.709085,5.0,0,0.0,8217355428,8217355458
2.706125,2.706125,5.0,0,0.0,8218355461,8218355491
2.704481,2.704481,5.0,0,0.0,8219355472,8219355502
2.713689,2.713689,5.0,0,0.0,8220355471,8220355501
2.715004,2.715004,5.0,0,0.0,8221355523,8221355553
2.712374,2.712374,5.0,0,0.0,8222355440,8222355471
2.70185,2.70185,5.0,0,0.0,8223355548,8223355578
2.707441,2.707441,5.0,0,0.0,8224355543,8224355574
2.702837,2.702837,5.0,0,0.0,8225355575,8225355605
2.708427,2.708427,5.0,0,0.0,8226355597,8226355627
2.70481,2.70481,5.0,0,0.0,8227355610,8227355640
2.704481,2.704481,5.0,0,0.0,8228355627,8228355657
2.705139,2.705139,5.0,0,0.0,8229355642,8229355672
2.704152,2.704152,5.0,0,0.0,8230355660,8230355690
2.703166,2.703166,5.0,0,0.0,8231355521,8231355565
2.702179,2.702179,5.0,0,0.0,8232355692,8232355723
2.70777,2.70777,5.0,0,0.0,8233355709,8233355739
2.703495,2.703495,5.0,0,0.0,8234355732,8234355761
2.696917,2.696917,5.0,0,0.0,8235355745,8235355774
2.711716,2.692642,5.0,0,0.0,8236355757,8236355787
2.709743,2.709743,5.0,0,0.0,8237355774,8237355803
2.713689,2.724541,5.0,0,0.0,8238355748,8238355778
2.709743,2.728487,5.0,0,0.0,8239355810,8239355840
2.71336,2.71336,5.0,0,0.0,8240355827,8240355857
2.713031,2.698562,5.0,0,0.0,8241355860,8241355890
2.717635,2.698233,5.0,0,0.0,8242355850,8242355881
2.715004,2.715004,5.0,0,0.0,8243355855,8243355885
2.713031,2.731776,5.0,0,0.0,8244355724,8244355754
2.714347,2.714347,5.0,0,0.0,8245355879,8245355910
2.714676,2.714676,5.0,0,0.0,8246355915,8246355945
2.712374,2.712374,5.0,0,0.0,8247355881,8247355911
2.715991,2.715991,5.0,0,0.0,8248355947,8248355977
2.714347,2.714347,5.0,0,0.0,8249355952,8249355983
2.717635,2.717635,5.0,0,0.0,8250355979,8250356017
2.71632,2.71632,5.0,0,0.0,8251355978,8251356036
2.71928,2.71928,5.0,0,0.0,8252355998,8252356037
2.717635,2.717635,5.0,0,0.0,8253356027,8253356066
2.715333,2.715333,5.0,0,0.0,8254356016,8254356051
2.720266,2.720266,5.0,0,0.0,8255356086,8255356117
2.725199,2.725199,5.0,0,0.0,8256356147,8256356178
2.718951,2.730132,5.0,0,0.0,8257356132,8257356162
2.717306,2.717306,5.0,0,0.0,8258356133,8258356163
2.712374,2.712374,5.0,0,0.0,8259356187,8259356217
2.715662,2.715662,5.0,0,0.0,8260356197,8260356228
2.686394,2.710729,5.0,0,0.0,8261356190,8261356267
2.706125,2.706125,5.0,0,0.0,8262356218,8262356261
2.709414,2.709414,5.0,0,0.0,8263356229,8263356260
2.702837,2.702837,5.0,0,0.0,8264356279,8264356323
2.72191,2.72191,5.0,0,0.0,8265356253,8265356283
2.717635,2.717635,5.0,0,0.0,8266356286,8266356316
2.716649,2.716649,5.0,0,0.0,8267356296,8267356326
2.720266,2.720266,5.0,0,0.0,8268356358,8268356388
2.718293,2.718293,5.0,0,0.0,8269356350,8269356380
2.718293,2.718293,5.0,0,0.0,8270356347,8270356378
2.725199,2.725199,5.0,0,0.0,8271356365,8271356396
2.722897,2.722897,5.0,0,0.0,8272356405,8272356435
2.720266,2.720266,5.0,0,0.0,8273356363,8273356406
2.723883,2.723883,5.0,0,0.0,8274356392,8274356422
2.711716,2.711716,5.0,0,0.0,8275356228,8275356257
2.734407,2.734407,5.0,0,0.0,8276356417,8276356447
